Year,County,PQI,PQIDescription,Count_ICD10,Population_ICD10,ObsRate_ICD10
2021,Santa Cruz,93,Diabetes Composite,324,"211,376",153.3
2022,Santa Cruz,93,Diabetes Composite,314,"216,642",144.9
2016,Shasta,1,Diabetes Short-term Complications,153,"139,962",109.3
2017,Shasta,1,Diabetes Short-term Complications,158,"140,641",112.3
2018,Shasta,1,Diabetes Short-term Complications,152,"141,047",107.8
2019,Shasta,1,Diabetes Short-term Complications,174,"140,906",123.5
2020,Shasta,1,Diabetes Short-term Complications,155,"142,704",108.6
2021,Shasta,1,Diabetes Short-term Complications,133,"142,767",93.2
2022,Shasta,1,Diabetes Short-term Complications,155,"142,098",109.1
2016,Shasta,3,Diabetes Long-term Complications,81,"139,962",57.9
2017,Shasta,3,Diabetes Long-term Complications,100,"140,641",71.1
2018,Shasta,3,Diabetes Long-term Complications,121,"141,047",85.8
2019,Shasta,3,Diabetes Long-term Complications,129,"140,906",91.6
2020,Shasta,3,Diabetes Long-term Complications,102,"142,704",71.5
2021,Shasta,3,Diabetes Long-term Complications,122,"142,767",85.5
2022,Shasta,3,Diabetes Long-term Complications,138,"142,098",97.1
2016,Shasta,14,Uncontrolled Diabetes,46,"139,962",32.9
2017,Shasta,14,Uncontrolled Diabetes,56,"140,641",39.8
2018,Shasta,14,Uncontrolled Diabetes,45,"141,047",31.9
2019,Shasta,14,Uncontrolled Diabetes,28,"140,906",19.9
2020,Shasta,14,Uncontrolled Diabetes,38,"142,704",26.6
2021,Shasta,14,Uncontrolled Diabetes,43,"142,767",30.1
2022,Shasta,14,Uncontrolled Diabetes,45,"142,098",31.7
2016,Shasta,93,Diabetes Composite,316,"139,962",225.8
2017,Shasta,93,Diabetes Composite,354,"140,641",251.7
2018,Shasta,93,Diabetes Composite,337,"141,047",238.9
2019,Shasta,93,Diabetes Composite,356,"140,906",252.7
2020,Shasta,93,Diabetes Composite,321,"142,704",224.9
2021,Shasta,93,Diabetes Composite,327,"142,767",229.0
2022,Shasta,93,Diabetes Composite,369,"142,098",259.7
2016,Sierra,1,Diabetes Short-term Complications,0,"2,485",0.0
2017,Sierra,1,Diabetes Short-term Complications,0,"2,518",0.0
2018,Sierra,1,Diabetes Short-term Complications,0,"2,471",0.0
2019,Sierra,1,Diabetes Short-term Complications,1,"2,459",40.7
2020,Sierra,1,Diabetes Short-term Complications,1,"2,680",37.3
2021,Sierra,1,Diabetes Short-term Complications,0,"2,736",0.0
2022,Sierra,1,Diabetes Short-term Complications,0,"2,684",0.0
2016,Sierra,3,Diabetes Long-term Complications,2,"2,485",80.5
2017,Sierra,3,Diabetes Long-term Complications,3,"2,518",119.1
2018,Sierra,3,Diabetes Long-term Complications,1,"2,471",40.5
2019,Sierra,3,Diabetes Long-term Complications,4,"2,459",162.7
2020,Sierra,3,Diabetes Long-term Complications,3,"2,681",111.9
2021,Sierra,3,Diabetes Long-term Complications,0,"2,736",0.0
2022,Sierra,3,Diabetes Long-term Complications,1,"2,684",37.3
2016,Sierra,14,Uncontrolled Diabetes,1,"2,485",40.2
2017,Sierra,14,Uncontrolled Diabetes,0,"2,518",0.0
2018,Sierra,14,Uncontrolled Diabetes,2,"2,471",80.9
2019,Sierra,14,Uncontrolled Diabetes,0,"2,459",0.0
2020,Sierra,14,Uncontrolled Diabetes,0,"2,680",0.0
2021,Sierra,14,Uncontrolled Diabetes,0,"2,736",0.0
2022,Sierra,14,Uncontrolled Diabetes,0,"2,684",0.0
2016,Sierra,93,Diabetes Composite,4,"2,485",161.0
2017,Sierra,93,Diabetes Composite,3,"2,518",119.1
2018,Sierra,93,Diabetes Composite,3,"2,471",121.4
2019,Sierra,93,Diabetes Composite,5,"2,459",203.3
2020,Sierra,93,Diabetes Composite,4,"2,681",149.2
2021,Sierra,93,Diabetes Composite,0,"2,736",0.0
2022,Sierra,93,Diabetes Composite,2,"2,684",74.5
2016,Siskiyou,1,Diabetes Short-term Complications,26,"34,523",75.3
2017,Siskiyou,1,Diabetes Short-term Complications,26,"34,738",74.8
2018,Siskiyou,1,Diabetes Short-term Complications,35,"34,764",100.7
2019,Siskiyou,1,Diabetes Short-term Complications,43,"34,876",123.3
2020,Siskiyou,1,Diabetes Short-term Complications,43,"35,063",122.6
2021,Siskiyou,1,Diabetes Short-term Complications,36,"35,175",102.3
2022,Siskiyou,1,Diabetes Short-term Complications,33,"34,974",94.4
2016,Siskiyou,3,Diabetes Long-term Complications,11,"34,523",31.9
2017,Siskiyou,3,Diabetes Long-term Complications,27,"34,738",77.7
2018,Siskiyou,3,Diabetes Long-term Complications,20,"34,764",57.5
2019,Siskiyou,3,Diabetes Long-term Complications,13,"34,876",37.3
2020,Siskiyou,3,Diabetes Long-term Complications,14,"35,063",39.9
2021,Siskiyou,3,Diabetes Long-term Complications,25,"35,175",71.1
2022,Siskiyou,3,Diabetes Long-term Complications,17,"34,974",48.6
2016,Siskiyou,14,Uncontrolled Diabetes,12,"34,523",34.8
2017,Siskiyou,14,Uncontrolled Diabetes,6,"34,738",17.3
2018,Siskiyou,14,Uncontrolled Diabetes,6,"34,764",17.3
2019,Siskiyou,14,Uncontrolled Diabetes,7,"34,876",20.1
2020,Siskiyou,14,Uncontrolled Diabetes,7,"35,063",20.0
2021,Siskiyou,14,Uncontrolled Diabetes,5,"35,175",14.2
2022,Siskiyou,14,Uncontrolled Diabetes,6,"34,974",17.2
2016,Siskiyou,93,Diabetes Composite,52,"34,523",150.6
2017,Siskiyou,93,Diabetes Composite,61,"34,738",175.6
2018,Siskiyou,93,Diabetes Composite,63,"34,764",181.2
2019,Siskiyou,93,Diabetes Composite,68,"34,876",195.0
2020,Siskiyou,93,Diabetes Composite,66,"35,063",188.2
2021,Siskiyou,93,Diabetes Composite,72,"35,175",204.7
2022,Siskiyou,93,Diabetes Composite,66,"34,974",188.7
2016,Solano,1,Diabetes Short-term Complications,215,"339,769",63.3
2017,Solano,1,Diabetes Short-term Complications,185,"344,415",53.7
2018,Solano,1,Diabetes Short-term Complications,167,"347,091",48.1
2019,Solano,1,Diabetes Short-term Complications,207,"348,999",59.3
2020,Solano,1,Diabetes Short-term Complications,227,"353,295",64.3
2021,Solano,1,Diabetes Short-term Complications,212,"352,161",60.2
2022,Solano,1,Diabetes Short-term Complications,196,"351,591",55.7
2016,Solano,3,Diabetes Long-term Complications,224,"339,769",65.9
2017,Solano,3,Diabetes Long-term Complications,252,"344,415",73.2
2018,Solano,3,Diabetes Long-term Complications,280,"347,091",80.7
2019,Solano,3,Diabetes Long-term Complications,268,"348,999",76.8
2020,Solano,3,Diabetes Long-term Complications,272,"353,295",77.0
2021,Solano,3,Diabetes Long-term Complications,298,"352,161",84.6
2022,Solano,3,Diabetes Long-term Complications,312,"351,591",88.7
2016,Solano,14,Uncontrolled Diabetes,82,"339,769",24.1
2017,Solano,14,Uncontrolled Diabetes,72,"344,415",20.9
2018,Solano,14,Uncontrolled Diabetes,64,"347,091",18.4
2019,Solano,14,Uncontrolled Diabetes,62,"348,999",17.8
2020,Solano,14,Uncontrolled Diabetes,54,"353,295",15.3
2021,Solano,14,Uncontrolled Diabetes,40,"352,161",11.4
2022,Solano,14,Uncontrolled Diabetes,70,"351,591",19.9
2016,Solano,93,Diabetes Composite,600,"339,769",176.6
2017,Solano,93,Diabetes Composite,569,"344,415",165.2
2018,Solano,93,Diabetes Composite,587,"347,091",169.1
2019,Solano,93,Diabetes Composite,629,"348,999",180.2
2020,Solano,93,Diabetes Composite,634,"353,295",179.5
2021,Solano,93,Diabetes Composite,635,"352,161",180.3
2022,Solano,93,Diabetes Composite,668,"351,591",190.0
2016,Sonoma,1,Diabetes Short-term Complications,140,"401,275",34.9
2017,Sonoma,1,Diabetes Short-term Complications,149,"402,493",37.0
2018,Sonoma,1,Diabetes Short-term Complications,179,"399,482",44.8
2019,Sonoma,1,Diabetes Short-term Complications,172,"396,825",43.3
2020,Sonoma,1,Diabetes Short-term Complications,151,"393,987",38.3
2021,Sonoma,1,Diabetes Short-term Complications,186,"392,214",47.4
2022,Sonoma,1,Diabetes Short-term Complications,189,"392,503",48.2
2016,Sonoma,3,Diabetes Long-term Complications,185,"401,275",46.1
2017,Sonoma,3,Diabetes Long-term Complications,211,"402,493",52.4
2018,Sonoma,3,Diabetes Long-term Complications,277,"399,482",69.3
2019,Sonoma,3,Diabetes Long-term Complications,273,"396,825",68.8
2020,Sonoma,3,Diabetes Long-term Complications,257,"393,987",65.2
2021,Sonoma,3,Diabetes Long-term Complications,265,"392,214",67.6
2022,Sonoma,3,Diabetes Long-term Complications,254,"392,503",64.7
2016,Sonoma,14,Uncontrolled Diabetes,68,"401,275",16.9
2017,Sonoma,14,Uncontrolled Diabetes,56,"402,493",13.9
2018,Sonoma,14,Uncontrolled Diabetes,55,"399,482",13.8
2019,Sonoma,14,Uncontrolled Diabetes,58,"396,825",14.6
2020,Sonoma,14,Uncontrolled Diabetes,68,"393,987",17.3
2021,Sonoma,14,Uncontrolled Diabetes,47,"392,214",12.0
2022,Sonoma,14,Uncontrolled Diabetes,73,"392,503",18.6
2016,Sonoma,93,Diabetes Composite,430,"401,275",107.2
2017,Sonoma,93,Diabetes Composite,451,"402,493",112.1
2018,Sonoma,93,Diabetes Composite,551,"399,482",137.9
2019,Sonoma,93,Diabetes Composite,544,"396,825",137.1
2020,Sonoma,93,Diabetes Composite,510,"393,987",129.4
2021,Sonoma,93,Diabetes Composite,544,"392,214",138.7
2022,Sonoma,93,Diabetes Composite,569,"392,503",145.0
2016,Stanislaus,1,Diabetes Short-term Complications,328,"391,725",83.7
2017,Stanislaus,1,Diabetes Short-term Complications,339,"396,063",85.6
2018,Stanislaus,1,Diabetes Short-term Complications,311,"399,095",77.9
2019,Stanislaus,1,Diabetes Short-term Complications,319,"401,158",79.5
2020,Stanislaus,1,Diabetes Short-term Complications,344,"404,571",85.0
2021,Stanislaus,1,Diabetes Short-term Complications,343,"405,579",84.6
2022,Stanislaus,1,Diabetes Short-term Complications,333,"405,382",82.1
2016,Stanislaus,3,Diabetes Long-term Complications,424,"391,725",108.2
2017,Stanislaus,3,Diabetes Long-term Complications,525,"396,063",132.6
2018,Stanislaus,3,Diabetes Long-term Complications,529,"399,095",132.5
2019,Stanislaus,3,Diabetes Long-term Complications,547,"401,158",136.4
2020,Stanislaus,3,Diabetes Long-term Complications,478,"404,571",118.1
2021,Stanislaus,3,Diabetes Long-term Complications,543,"405,579",133.9
2022,Stanislaus,3,Diabetes Long-term Complications,521,"405,382",128.5
2016,Stanislaus,14,Uncontrolled Diabetes,176,"391,725",44.9
2017,Stanislaus,14,Uncontrolled Diabetes,175,"396,063",44.2
2018,Stanislaus,14,Uncontrolled Diabetes,173,"399,095",43.3
2019,Stanislaus,14,Uncontrolled Diabetes,192,"401,158",47.9
2020,Stanislaus,14,Uncontrolled Diabetes,171,"404,571",42.3
2021,Stanislaus,14,Uncontrolled Diabetes,190,"405,579",46.8
2022,Stanislaus,14,Uncontrolled Diabetes,144,"405,382",35.5
2016,Stanislaus,93,Diabetes Composite,987,"391,725",252.0
2017,Stanislaus,93,Diabetes Composite,"1,122","396,063",283.3
2018,Stanislaus,93,Diabetes Composite,"1,102","399,095",276.1
2019,Stanislaus,93,Diabetes Composite,"1,162","401,158",289.7
2020,Stanislaus,93,Diabetes Composite,"1,081","404,571",267.2
2021,Stanislaus,93,Diabetes Composite,"1,189","405,579",293.2
2022,Stanislaus,93,Diabetes Composite,"1,097","405,382",270.6
2016,STATEWIDE,1,Diabetes Short-term Complications,"18,091","30,060,643",60.2
2017,STATEWIDE,1,Diabetes Short-term Complications,"17,712","30,287,695",58.5
2018,STATEWIDE,1,Diabetes Short-term Complications,"18,253","30,462,986",59.9
2019,STATEWIDE,1,Diabetes Short-term Complications,"18,634","30,556,506",61.0
2020,STATEWIDE,1,Diabetes Short-term Complications,"18,723","30,683,414",61.0
2021,STATEWIDE,1,Diabetes Short-term Complications,"19,876","30,490,123",65.2
2022,STATEWIDE,1,Diabetes Short-term Complications,"20,479","30,523,315",67.1
2016,STATEWIDE,3,Diabetes Long-term Complications,"22,931","30,060,644",76.3
2017,STATEWIDE,3,Diabetes Long-term Complications,"27,256","30,287,695",90.0
2018,STATEWIDE,3,Diabetes Long-term Complications,"26,891","30,462,986",88.3
2019,STATEWIDE,3,Diabetes Long-term Complications,"28,550","30,556,506",93.4
2020,STATEWIDE,3,Diabetes Long-term Complications,"25,002","30,683,416",81.5
2021,STATEWIDE,3,Diabetes Long-term Complications,"26,971","30,490,123",88.5
2022,STATEWIDE,3,Diabetes Long-term Complications,"29,327","30,523,315",96.1
2016,STATEWIDE,14,Uncontrolled Diabetes,"9,731","30,060,643",32.4
2017,STATEWIDE,14,Uncontrolled Diabetes,"9,266","30,287,695",30.6
2018,STATEWIDE,14,Uncontrolled Diabetes,"8,924","30,462,986",29.3
2019,STATEWIDE,14,Uncontrolled Diabetes,"8,970","30,556,506",29.4
2020,STATEWIDE,14,Uncontrolled Diabetes,"7,578","30,683,414",24.7
2021,STATEWIDE,14,Uncontrolled Diabetes,"7,981","30,490,123",26.2
2022,STATEWIDE,14,Uncontrolled Diabetes,"8,302","30,523,315",27.2
2016,STATEWIDE,93,Diabetes Composite,"54,509","30,060,644",181.3
2017,STATEWIDE,93,Diabetes Composite,"57,599","30,287,695",190.2
2018,STATEWIDE,93,Diabetes Composite,"57,723","30,462,986",189.5
2019,STATEWIDE,93,Diabetes Composite,"59,984","30,556,507",196.3
2020,STATEWIDE,93,Diabetes Composite,"55,318","30,683,416",180.3
2021,STATEWIDE,93,Diabetes Composite,"59,156","30,490,123",194.0
2022,STATEWIDE,93,Diabetes Composite,"62,790","30,523,315",205.7
2016,Sutter,1,Diabetes Short-term Complications,57,"70,467",80.9
2017,Sutter,1,Diabetes Short-term Complications,65,"71,036",91.5
2018,Sutter,1,Diabetes Short-term Complications,66,"71,394",92.4
2019,Sutter,1,Diabetes Short-term Complications,71,"71,989",98.6
2020,Sutter,1,Diabetes Short-term Complications,63,"74,112",85.0
2021,Sutter,1,Diabetes Short-term Complications,69,"74,020",93.2
2022,Sutter,1,Diabetes Short-term Complications,80,"73,900",108.3
2016,Sutter,3,Diabetes Long-term Complications,72,"70,467",102.2
2017,Sutter,3,Diabetes Long-term Complications,83,"71,036",116.8
2018,Sutter,3,Diabetes Long-term Complications,86,"71,394",120.5
2019,Sutter,3,Diabetes Long-term Complications,71,"71,989",98.6
2020,Sutter,3,Diabetes Long-term Complications,45,"74,112",60.7
2021,Sutter,3,Diabetes Long-term Complications,64,"74,020",86.5
2022,Sutter,3,Diabetes Long-term Complications,84,"73,900",113.7
2016,Sutter,14,Uncontrolled Diabetes,18,"70,467",25.5
2017,Sutter,14,Uncontrolled Diabetes,32,"71,036",45.0
2018,Sutter,14,Uncontrolled Diabetes,15,"71,394",21.0
2019,Sutter,14,Uncontrolled Diabetes,27,"71,989",37.5
2020,Sutter,14,Uncontrolled Diabetes,31,"74,112",41.8
2021,Sutter,14,Uncontrolled Diabetes,28,"74,020",37.8
2022,Sutter,14,Uncontrolled Diabetes,27,"73,900",36.5
2016,Sutter,93,Diabetes Composite,165,"70,467",234.2
2017,Sutter,93,Diabetes Composite,191,"71,036",268.9
2018,Sutter,93,Diabetes Composite,181,"71,394",253.5
2019,Sutter,93,Diabetes Composite,179,"71,989",248.6
2020,Sutter,93,Diabetes Composite,151,"74,112",203.7
2021,Sutter,93,Diabetes Composite,176,"74,020",237.8
2022,Sutter,93,Diabetes Composite,208,"73,900",281.5
2016,Tehama,1,Diabetes Short-term Complications,68,"48,263",140.9
2017,Tehama,1,Diabetes Short-term Complications,55,"48,526",113.3
2018,Tehama,1,Diabetes Short-term Complications,58,"48,597",119.3
2019,Tehama,1,Diabetes Short-term Complications,79,"49,689",159.0
2020,Tehama,1,Diabetes Short-term Complications,59,"50,073",117.8
2021,Tehama,1,Diabetes Short-term Complications,63,"49,901",126.2
2022,Tehama,1,Diabetes Short-term Complications,61,"49,780",122.5
2016,Tehama,3,Diabetes Long-term Complications,25,"48,263",51.8
2017,Tehama,3,Diabetes Long-term Complications,38,"48,526",78.3
2018,Tehama,3,Diabetes Long-term Complications,62,"48,597",127.6
2019,Tehama,3,Diabetes Long-term Complications,52,"49,689",104.7
2020,Tehama,3,Diabetes Long-term Complications,48,"50,073",95.9
2021,Tehama,3,Diabetes Long-term Complications,50,"49,901",100.2
2022,Tehama,3,Diabetes Long-term Complications,41,"49,780",82.4
2016,Tehama,14,Uncontrolled Diabetes,7,"48,263",14.5
2017,Tehama,14,Uncontrolled Diabetes,10,"48,526",20.6
2018,Tehama,14,Uncontrolled Diabetes,13,"48,597",26.8
2019,Tehama,14,Uncontrolled Diabetes,18,"49,689",36.2
2020,Tehama,14,Uncontrolled Diabetes,12,"50,073",24.0
2021,Tehama,14,Uncontrolled Diabetes,11,"49,901",22.0
2022,Tehama,14,Uncontrolled Diabetes,9,"49,780",18.1
2016,Tehama,93,Diabetes Composite,111,"48,263",230.0
2017,Tehama,93,Diabetes Composite,115,"48,526",237.0
2018,Tehama,93,Diabetes Composite,139,"48,597",286.0
2019,Tehama,93,Diabetes Composite,161,"49,689",324.0
2020,Tehama,93,Diabetes Composite,123,"50,073",245.6
2021,Tehama,93,Diabetes Composite,139,"49,901",278.6
2022,Tehama,93,Diabetes Composite,122,"49,780",245.1
2016,Trinity,1,Diabetes Short-term Complications,12,"10,653",112.6
2017,Trinity,1,Diabetes Short-term Complications,14,"10,553",132.7
2018,Trinity,1,Diabetes Short-term Complications,9,"10,433",86.3
2019,Trinity,1,Diabetes Short-term Complications,3,"10,223",29.3
2020,Trinity,1,Diabetes Short-term Complications,1,"13,250",7.5
2021,Trinity,1,Diabetes Short-term Complications,4,"13,230",30.2
2022,Trinity,1,Diabetes Short-term Complications,4,"13,039",30.7
2016,Trinity,3,Diabetes Long-term Complications,7,"10,653",65.7
2017,Trinity,3,Diabetes Long-term Complications,11,"10,553",104.2
2018,Trinity,3,Diabetes Long-term Complications,5,"10,433",47.9
2019,Trinity,3,Diabetes Long-term Complications,3,"10,223",29.3
2020,Trinity,3,Diabetes Long-term Complications,5,"13,250",37.7
2021,Trinity,3,Diabetes Long-term Complications,3,"13,230",22.7
2022,Trinity,3,Diabetes Long-term Complications,8,"13,039",61.4
2016,Trinity,14,Uncontrolled Diabetes,2,"10,653",18.8
2017,Trinity,14,Uncontrolled Diabetes,2,"10,553",19.0
2018,Trinity,14,Uncontrolled Diabetes,2,"10,433",19.2
2019,Trinity,14,Uncontrolled Diabetes,0,"10,223",0.0
2020,Trinity,14,Uncontrolled Diabetes,0,"13,250",0.0
2021,Trinity,14,Uncontrolled Diabetes,1,"13,230",7.6
2022,Trinity,14,Uncontrolled Diabetes,1,"13,039",7.7
2016,Trinity,93,Diabetes Composite,22,"10,653",206.5
2017,Trinity,93,Diabetes Composite,27,"10,553",255.9
2018,Trinity,93,Diabetes Composite,16,"10,433",153.4
2019,Trinity,93,Diabetes Composite,10,"10,223",97.8
2020,Trinity,93,Diabetes Composite,7,"13,250",52.8
2021,Trinity,93,Diabetes Composite,8,"13,230",60.5
2022,Trinity,93,Diabetes Composite,15,"13,039",115.0
2016,Tulare,1,Diabetes Short-term Complications,393,"315,330",124.6
2017,Tulare,1,Diabetes Short-term Complications,379,"318,475",119.0
2018,Tulare,1,Diabetes Short-term Complications,352,"321,447",109.5
2019,Tulare,1,Diabetes Short-term Complications,341,"323,743",105.3
2020,Tulare,1,Diabetes Short-term Complications,367,"330,496",111.0
2021,Tulare,1,Diabetes Short-term Complications,368,"334,290",110.1
2022,Tulare,1,Diabetes Short-term Complications,369,"336,253",109.7
2016,Tulare,3,Diabetes Long-term Complications,300,"315,330",95.1
2017,Tulare,3,Diabetes Long-term Complications,369,"318,475",115.9
2018,Tulare,3,Diabetes Long-term Complications,322,"321,447",100.2
2019,Tulare,3,Diabetes Long-term Complications,329,"323,743",101.6
2020,Tulare,3,Diabetes Long-term Complications,327,"330,496",98.9
2021,Tulare,3,Diabetes Long-term Complications,417,"334,290",124.7
2022,Tulare,3,Diabetes Long-term Complications,498,"336,253",148.1
2016,Tulare,14,Uncontrolled Diabetes,114,"315,330",36.2
2017,Tulare,14,Uncontrolled Diabetes,117,"318,475",36.7
2018,Tulare,14,Uncontrolled Diabetes,104,"321,447",32.4
2019,Tulare,14,Uncontrolled Diabetes,127,"323,743",39.2
2020,Tulare,14,Uncontrolled Diabetes,85,"330,496",25.7
2021,Tulare,14,Uncontrolled Diabetes,110,"334,290",32.9
2022,Tulare,14,Uncontrolled Diabetes,113,"336,253",33.6
2016,Tulare,93,Diabetes Composite,866,"315,330",274.6
2017,Tulare,93,Diabetes Composite,902,"318,475",283.2
2018,Tulare,93,Diabetes Composite,839,"321,447",261.0
2019,Tulare,93,Diabetes Composite,847,"323,743",261.6
2020,Tulare,93,Diabetes Composite,842,"330,496",254.8
2021,Tulare,93,Diabetes Composite,958,"334,290",286.6
2022,Tulare,93,Diabetes Composite,"1,032","336,253",306.9
2016,Tuolumne,1,Diabetes Short-term Complications,42,"44,851",93.6
2017,Tuolumne,1,Diabetes Short-term Complications,26,"45,006",57.8
2018,Tuolumne,1,Diabetes Short-term Complications,39,"45,164",86.4
2019,Tuolumne,1,Diabetes Short-term Complications,59,"45,172",130.6
2020,Tuolumne,1,Diabetes Short-term Complications,45,"45,879",98.1
2021,Tuolumne,1,Diabetes Short-term Complications,53,"45,585",116.3
2022,Tuolumne,1,Diabetes Short-term Complications,35,"45,145",77.5
2016,Tuolumne,3,Diabetes Long-term Complications,46,"44,851",102.6
2017,Tuolumne,3,Diabetes Long-term Complications,31,"45,006",68.9
2018,Tuolumne,3,Diabetes Long-term Complications,30,"45,164",66.4
2019,Tuolumne,3,Diabetes Long-term Complications,31,"45,172",68.6
2020,Tuolumne,3,Diabetes Long-term Complications,25,"45,879",54.5
2021,Tuolumne,3,Diabetes Long-term Complications,33,"45,585",72.4
2022,Tuolumne,3,Diabetes Long-term Complications,48,"45,145",106.3
2016,Tuolumne,14,Uncontrolled Diabetes,7,"44,851",15.6
2017,Tuolumne,14,Uncontrolled Diabetes,6,"45,006",13.3
2018,Tuolumne,14,Uncontrolled Diabetes,8,"45,164",17.7
2019,Tuolumne,14,Uncontrolled Diabetes,2,"45,172",4.4
2020,Tuolumne,14,Uncontrolled Diabetes,10,"45,879",21.8
2021,Tuolumne,14,Uncontrolled Diabetes,8,"45,585",17.5
2022,Tuolumne,14,Uncontrolled Diabetes,7,"45,145",15.5
2016,Tuolumne,93,Diabetes Composite,105,"44,851",234.1
2017,Tuolumne,93,Diabetes Composite,70,"45,006",155.5
2018,Tuolumne,93,Diabetes Composite,84,"45,164",186.0
2019,Tuolumne,93,Diabetes Composite,97,"45,172",214.7
2020,Tuolumne,93,Diabetes Composite,88,"45,879",191.8
2021,Tuolumne,93,Diabetes Composite,98,"45,585",215.0
2022,Tuolumne,93,Diabetes Composite,98,"45,145",217.1
2016,Ventura,1,Diabetes Short-term Complications,297,"647,104",45.9
2017,Ventura,1,Diabetes Short-term Complications,348,"650,997",53.5
2018,Ventura,1,Diabetes Short-term Complications,336,"653,163",51.4
2019,Ventura,1,Diabetes Short-term Complications,349,"653,665",53.4
2020,Ventura,1,Diabetes Short-term Complications,343,"654,923",52.4
2021,Ventura,1,Diabetes Short-term Complications,335,"655,109",51.1
2022,Ventura,1,Diabetes Short-term Complications,388,"652,677",59.4
2016,Ventura,3,Diabetes Long-term Complications,404,"647,104",62.4
2017,Ventura,3,Diabetes Long-term Complications,515,"650,997",79.1
2018,Ventura,3,Diabetes Long-term Complications,516,"653,163",79.0
2019,Ventura,3,Diabetes Long-term Complications,589,"653,665",90.1
2020,Ventura,3,Diabetes Long-term Complications,493,"654,923",75.3
2021,Ventura,3,Diabetes Long-term Complications,602,"655,109",91.9
2022,Ventura,3,Diabetes Long-term Complications,622,"652,677",95.3
2016,Ventura,14,Uncontrolled Diabetes,183,"647,104",28.3
2017,Ventura,14,Uncontrolled Diabetes,189,"650,997",29.0
2018,Ventura,14,Uncontrolled Diabetes,181,"653,163",27.7
2019,Ventura,14,Uncontrolled Diabetes,192,"653,665",29.4
2020,Ventura,14,Uncontrolled Diabetes,166,"654,923",25.3
2021,Ventura,14,Uncontrolled Diabetes,165,"655,109",25.2
2022,Ventura,14,Uncontrolled Diabetes,168,"652,677",25.7
2016,Ventura,93,Diabetes Composite,949,"647,104",146.7
2017,Ventura,93,Diabetes Composite,"1,103","650,997",169.4
2018,Ventura,93,Diabetes Composite,"1,091","653,163",167.0
2019,Ventura,93,Diabetes Composite,"1,193","653,665",182.5
2020,Ventura,93,Diabetes Composite,"1,055","654,923",161.1
2021,Ventura,93,Diabetes Composite,"1,163","655,109",177.5
2022,Ventura,93,Diabetes Composite,"1,262","652,677",193.4
2016,Yolo,1,Diabetes Short-term Complications,97,"169,317",57.3
2017,Yolo,1,Diabetes Short-term Complications,99,"172,088",57.5
2018,Yolo,1,Diabetes Short-term Complications,88,"173,764",50.6
2019,Yolo,1,Diabetes Short-term Complications,102,"174,265",58.5
2020,Yolo,1,Diabetes Short-term Complications,86,"171,746",50.1
2021,Yolo,1,Diabetes Short-term Complications,96,"169,217",56.7
2022,Yolo,1,Diabetes Short-term Complications,98,"178,722",54.8
2016,Yolo,3,Diabetes Long-term Complications,76,"169,317",44.9
2017,Yolo,3,Diabetes Long-term Complications,100,"172,088",58.1
2018,Yolo,3,Diabetes Long-term Complications,89,"173,764",51.2
2019,Yolo,3,Diabetes Long-term Complications,102,"174,265",58.5
2020,Yolo,3,Diabetes Long-term Complications,85,"171,746",49.5
2021,Yolo,3,Diabetes Long-term Complications,97,"169,217",57.3
2022,Yolo,3,Diabetes Long-term Complications,93,"178,722",52.0
2016,Yolo,14,Uncontrolled Diabetes,25,"169,317",14.8
2017,Yolo,14,Uncontrolled Diabetes,24,"172,088",13.9
2018,Yolo,14,Uncontrolled Diabetes,25,"173,764",14.4
2019,Yolo,14,Uncontrolled Diabetes,16,"174,265",9.2
2020,Yolo,14,Uncontrolled Diabetes,21,"171,746",12.2
2021,Yolo,14,Uncontrolled Diabetes,20,"169,217",11.8
2022,Yolo,14,Uncontrolled Diabetes,23,"178,722",12.9
2016,Yolo,93,Diabetes Composite,209,"169,317",123.4
2017,Yolo,93,Diabetes Composite,234,"172,088",136.0
2018,Yolo,93,Diabetes Composite,220,"173,764",126.6
2019,Yolo,93,Diabetes Composite,238,"174,265",136.6
2020,Yolo,93,Diabetes Composite,210,"171,746",122.3
2021,Yolo,93,Diabetes Composite,239,"169,217",141.2
2022,Yolo,93,Diabetes Composite,239,"178,722",133.7
2016,Yuba,1,Diabetes Short-term Complications,69,"54,335",127.0
2017,Yuba,1,Diabetes Short-term Complications,81,"55,421",146.2
2018,Yuba,1,Diabetes Short-term Complications,108,"55,951",193.0
2019,Yuba,1,Diabetes Short-term Complications,99,"56,969",173.8
2020,Yuba,1,Diabetes Short-term Complications,73,"59,766",122.1
2021,Yuba,1,Diabetes Short-term Complications,95,"60,767",156.3
2022,Yuba,1,Diabetes Short-term Complications,89,"61,597",144.5
2016,Yuba,3,Diabetes Long-term Complications,83,"54,335",152.8
2017,Yuba,3,Diabetes Long-term Complications,109,"55,421",196.7
2018,Yuba,3,Diabetes Long-term Complications,89,"55,951",159.1
2019,Yuba,3,Diabetes Long-term Complications,72,"56,969",126.4
2020,Yuba,3,Diabetes Long-term Complications,64,"59,766",107.1
2021,Yuba,3,Diabetes Long-term Complications,69,"60,767",113.5
2022,Yuba,3,Diabetes Long-term Complications,78,"61,597",126.6
2016,Yuba,14,Uncontrolled Diabetes,27,"54,335",49.7
2017,Yuba,14,Uncontrolled Diabetes,31,"55,421",55.9
